Specimen ID,Sex,Family name,Latin Name,County,year collected,Population designation,neurocranium length,neurocranium height,neurocranium width,mmcranialvolume,cranialvolume,total body length,bodylength,relativecc,tail length,hindfoot length
7631,F,VESPERTILIONIDAE,LASIURUS CINEREUS,ST. LOUIS,1966,0,10.95,7.03,10.11,778.252635,0.778252635,138,13.8,0.056395118,48,10
8101,F,VESPERTILIONIDAE,LASIURUS CINEREUS,COOK,1967,0,10.71,6.77,10.1,732.31767,0.73231767,130,13,0.056332128,54,12.5
15160,F,VESPERTILIONIDAE,LASIURUS CINEREUS,CLAY,1988,0,10.58,7.18,10.47,795.347268,0.795347268,140,14,0.056810519,57,11
15161,M,VESPERTILIONIDAE,LASIURUS CINEREUS,CLAY,1988,0,10.37,6.78,9.57,672.853302,0.672853302,130,13,0.051757946,56,10
18385,F,VESPERTILIONIDAE,LASIURUS CINEREUS,COTTONWOOD,1994,0,10.79,6.93,10.24,765.692928,0.765692928,124,12.4,0.06174943,53,12
279,M,MURIDAE,MICROTUS PENNSYLVANICUS,HENNEPIN,1912,1,14.54,7.97,11.3,1309.48694,1.30948694,127,12.7,0.103109208,38.1,16.5
346,F,MURIDAE,MICROTUS PENNSYLVANICUS,HENNEPIN,1917,1,14.65,8.65,11.55,1463.644875,1.463644875,146,14.6,0.100249649,39.7,19.1
485,F,MURIDAE,MICROTUS PENNSYLVANICUS,COOK,1922,0,13.45,8.09,11.27,1226.294335,1.226294335,125,12.5,0.098103547,36,20
511,M,MURIDAE,MICROTUS PENNSYLVANICUS,SHERBURNE,1920,0,14.44,8.47,11.57,1415.089676,1.415089676,150,15,0.094339312,42,20
706,F,MURIDAE,MICROTUS PENNSYLVANICUS,WINONA,1914,0,13.64,7.72,10.98,1156.202784,1.156202784,150,15,0.077080186,40,20
711,M,MURIDAE,MICROTUS PENNSYLVANICUS,LAKE OF THE WOODS,1911,0,15.26,8.39,11.29,1445.474506,1.445474506,178,17.8,0.081206433,48,22
1619,F,MURIDAE,MICROTUS PENNSYLVANICUS,RAMSEY,1936,1,14.43,8.02,11.05,1278.80103,1.27880103,129,12.9,0.099131863,36,19
2410,F,MURIDAE,MICROTUS PENNSYLVANICUS,MARSHALL,1947,0,13.51,7.73,11.41,1191.572543,1.191572543,156,15.6,0.076382855,41,19
2454,F,MURIDAE,MICROTUS PENNSYLVANICUS,ANOKA,1947,1,13.19,8.61,11.2,1271.93808,1.27193808,122,12.2,0.10425722,30,20
2491,M,MURIDAE,MICROTUS PENNSYLVANICUS,DAKOTA,1948,1,14.97,9.01,11.33,1528.187001,1.528187001,173,17.3,0.088334509,45,20
2537,M,MURIDAE,MICROTUS PENNSYLVANICUS,FILLMORE,1948,0,14.87,8.56,11.9,1514.71768,1.51471768,174,17.4,0.08705274,41,20
2992,F,MURIDAE,MICROTUS PENNSYLVANICUS,ST. LOUIS,1950,0,13.91,8.15,10.95,1241.363175,1.241363175,127,12.7,0.097745132,33,20
2994,M,MURIDAE,MICROTUS PENNSYLVANICUS,ST. LOUIS,1950,0,14.55,8.71,11.52,1459.93536,1.45993536,140,14,0.104281097,39,21
3239,F,MURIDAE,MICROTUS PENNSYLVANICUS,MARTIN,1940,0,14.6,8.23,11.52,1384.22016,1.38422016,144,14.4,0.0961264,34,18
3339,F,MURIDAE,MICROTUS PENNSYLVANICUS,HENNEPIN,1952,1,14.12,8.12,11.55,1324.25832,1.32425832,125,12.5,0.105940666,37,20
4083,M,MURIDAE,MICROTUS PENNSYLVANICUS,ANOKA,1932,1,14.15,8.26,11.26,1316.05754,1.31605754,152.4,15.24,0.086355482,35.6,19.1
5123,F,MURIDAE,MICROTUS PENNSYLVANICUS,RAMSEY,1958,1,14.33,8.46,11.62,1408.713516,1.408713516,167,16.7,0.084354103,49,19
7668,M,MURIDAE,MICROTUS PENNSYLVANICUS,RAMSEY,1966,1,14.81,8.42,11.6,1446.52232,1.44652232,157,15.7,0.09213518,41,19.5
7684,F,MURIDAE,MICROTUS PENNSYLVANICUS,NOBLES,1966,0,13.89,7.78,10.84,1171.415928,1.171415928,150,15,0.078094395,40,18
7971,M,MURIDAE,MICROTUS PENNSYLVANICUS,ROCK,1966,0,14.09,8.1,11.28,1287.37512,1.28737512,142,14.2,0.09066022,35,19
8800,F,MURIDAE,MICROTUS PENNSYLVANICUS,HENNEPIN,1967,1,14.03,7.75,11.15,1212.367375,1.212367375,146,14.6,0.083038861,36,19
11683,M,MURIDAE,MICROTUS PENNSYLVANICUS,HENNEPIN,1972,1,14.67,8.16,11.16,1335.932352,1.335932352,137,13.7,0.09751331,35,20
12372,F,MURIDAE,MICROTUS PENNSYLVANICUS,LAKE OF THE WOODS,1973,0,14.12,7.74,11.23,1227.313224,1.227313224,127,12.7,0.096638837,39,19
13040,M,MURIDAE,MICROTUS PENNSYLVANICUS,SHERBURNE,1975,0,13.79,7.53,11.11,1153.647957,1.153647957,137,13.7,0.08420788,42,20
13103,F,MURIDAE,MICROTUS PENNSYLVANICUS,RAMSEY,1975,1,14.99,8.72,11.3,1477.05464,1.47705464,164,16.4,0.090064307,45,19
14648,M,MURIDAE,MICROTUS PENNSYLVANICUS,MOWER,1982,0,13.86,7.95,11.08,1220.87196,1.22087196,138,13.8,0.088468983,35,19
14718,F,MURIDAE,MICROTUS PENNSYLVANICUS,LINCOLN,1982,0,14.13,8.15,11.35,1307.060325,1.307060325,147,14.7,0.088915668,37,20
15588,M,MURIDAE,MICROTUS PENNSYLVANICUS,WASHINGTON,1988,1,14,8.1,11.23,1273.482,1.273482,152,15.2,0.083781711,41,18
15690,F,MURIDAE,MICROTUS PENNSYLVANICUS,ANOKA,1982,1,14.15,7.82,11.22,1241.52666,1.24152666,147,14.7,0.084457596,42,18
18048,F,MURIDAE,MICROTUS PENNSYLVANICUS,POLK,1998,0,14.03,7.59,11.09,1180.948593,1.180948593,149,14.9,0.079258295,38,19
18303,F,MURIDAE,MICROTUS PENNSYLVANICUS,HENNEPIN,1997,1,13.64,7.93,10.58,1144.387816,1.144387816,149,14.9,0.076804551,39,17
18305,M,MURIDAE,MICROTUS PENNSYLVANICUS,POLK,1995,0,13.74,7.62,11.15,1167.39162,1.16739162,113,11.3,0.103308993,34,17
18624,M,MURIDAE,MICROTUS PENNSYLVANICUS,DAKOTA,2002,1,15.07,8.48,11.06,1413.397216,1.413397216,141,14.1,0.100240937,38,19
18624,M,MURIDAE,MICROTUS PENNSYLVANICUS,DAKOTA,2002,1,14.69,8.05,11,1300.7995,1.3007995,141,14.1,0.092255284,38,19
18695,F,MURIDAE,MICROTUS PENNSYLVANICUS,CLEARWATER,2003,0,14.12,7.52,10.99,1166.944576,1.166944576,144,14.4,0.081037818,42,18
19060,F,MURIDAE,MICROTUS PENNSYLVANICUS,RAMSEY,2005,1,14.62,8.46,11.76,1454.537952,1.454537952,140,14,0.103895568,41,20
497,M,MUSTELIDAE,MUSTELA ERMINEA,COOK,1922,0,24.93,13.87,17.63,6096.085533,6.096085533,226,22.6,0.269738298,59,30
498,M,MUSTELIDAE,MUSTELA ERMINEA,LAKE,1922,0,26.64,14.92,18.29,7269.704352,7.269704352,312,31.2,0.233003345,90,41
1156,UNKNOWN,MUSTELIDAE,MUSTELA ERMINEA,ROSEAU,1935,0,26.84,13.48,19.09,6906.823088,6.906823088,325.4,32.54,0.212256395,101.6,44.5
1157,UNKNOWN,MUSTELIDAE,MUSTELA ERMINEA,ROSEAU,1935,0,26.87,12.93,18.75,6514.295625,6.514295625,295.3,29.53,0.220599242,98.4,41.3
1158,UNKNOWN,MUSTELIDAE,MUSTELA ERMINEA,ROSEAU,1935,0,21.29,11.15,16.24,3855.10804,3.85510804,257.2,25.72,0.14988756,79.4,41.3
1353,M,MUSTELIDAE,MUSTELA ERMINEA,LAKE OF THE WOODS,1939,0,25.79,13.39,19.98,6899.655438,6.899655438,327,32.7,0.210998637,101.6,38.1
1925,M,MUSTELIDAE,MUSTELA ERMINEA,LAKE OF THE WOODS,1946,0,27.84,14,19.89,7752.3264,7.7523264,317.5,31.75,0.244167761,88.9,44.5
1926,M,MUSTELIDAE,MUSTELA ERMINEA,LAKE OF THE WOODS,1946,0,28.18,12.9,18.3,6652.4526,6.6524526,285.8,28.58,0.232766011,76.2,38 1/9
3074,F,MUSTELIDAE,MUSTELA ERMINEA,ST. LOUIS,1945,0,24.07,10.28,15.64,3869.955344,3.869955344,230,23,0.168258928,55,30
4744,F,MUSTELIDAE,MUSTELA ERMINEA,CLEARWATER,1959,0,24.84,13.63,17.46,5911.418232,5.911418232,237,23.7,0.24942693,53,33
4786,M,MUSTELIDAE,MUSTELA ERMINEA,SCOTT,1958,0,28.72,13.11,18.89,7112.447688,7.112447688,290,29,0.245256817,74,36
4928,M,MUSTELIDAE,MUSTELA ERMINEA,SCOTT,1958,0,27.98,13.51,20.41,7715.180018,7.715180018,308,30.8,0.250492858,81,41
7907,M,MUSTELIDAE,MUSTELA ERMINEA,ST. LOUIS,1966,0,28.36,14.16,20.74,8328.719424,8.328719424,320,32,0.260272482,90,40
7908,F,MUSTELIDAE,MUSTELA ERMINEA,COOK,1966,0,21.89,10.3,15.39,3469.93713,3.46993713,240,24,0.144580714,60,29
8047,M,MUSTELIDAE,MUSTELA ERMINEA,KANDIYOHI,1968,0,29.97,13.27,19.72,7842.681468,7.842681468,300,30,0.261422716,88,39
11699,M,MUSTELIDAE,MUSTELA ERMINEA,ITASCA,1970,0,28.27,12.54,18.43,6533.541894,6.533541894,305,30.5,0.214214488,80,37
11854,F,MUSTELIDAE,MUSTELA ERMINEA,COOK,1972,0,24.69,13.51,17.35,5787.298965,5.787298965,238,23.8,0.243163822,69,29
13656,F,MUSTELIDAE,MUSTELA ERMINEA,STEARNS,1977,0,25.13,12.85,17.07,5512.252935,5.512252935,240,24,0.229677206,65,31
14725,F,MUSTELIDAE,MUSTELA ERMINEA,MURRAY,1983,0,26.57,13.54,17.93,6450.457354,6.450457354,265,26.5,0.243413485,74,30
16408,M,MUSTELIDAE,MUSTELA ERMINEA,OTTERTAIL,1981,0,28.1,14.72,18.04,7461.92128,7.46192128,279,27.9,0.267452376,76,31
18568,M,MUSTELIDAE,MUSTELA ERMINEA,KANABEC,1999,0,27.48,12.68,17.72,6174.470208,6.174470208,275,27.5,0.224526189,67,35
18570,M,MUSTELIDAE,MUSTELA ERMINEA,KANABEC,2001,0,28.17,14.09,19.63,7791.447339,7.791447339,380,38,0.205038088,73,39
210,M,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,SHERBURNE,1916,0,8.91,4.9,7.12,310.85208,0.31085208,87.1,8.71,0.035689102,30.1,9.1
300,UNKNOWN,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,CLEARWATER,1921,0,9.05,5.14,7.24,336.78308,0.33678308,85.7,8.57,0.039297909,41.3,9.5
589,M,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,SHERBURNE,1920,0,9.12,4.94,7.3,328.88544,0.32888544,91,9.1,0.036141257,40,10.5
1463,UNKNOWN,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,RAMSEY,1936,1,9.44,5.2,8.04,394.66752,0.39466752,89,8.9,0.044344665,36,9
1465,F,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,HENNEPIN,1937,1,7.97,5.16,7.26,298.568952,0.298568952,82,8.2,0.036410848,33,9
1471,F,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,DAKOTA,1936,1,9.21,5.27,8.13,394.603371,0.394603371,91,9.1,0.043363008,39,11
1472,F,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,CLEARWATER,1938,0,8.75,5.13,7.66,343.83825,0.34383825,85,8.5,0.040451559,29,10
2500,M,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,FILLMORE,1948,0,8.6,5.24,7.5,337.98,0.33798,88,8.8,0.038406818,42,11
2554,M,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,ROSEAU,1948,0,8.56,5.23,7.32,327.707616,0.327707616,87,8.7,0.037667542,38,10
2855,M,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,HENNEPIN,1937,1,8.69,5.16,7.61,341.235444,0.341235444,85,8.5,0.040145346,38,11
3000,F,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,HENNEPIN,1950,1,9.05,5.11,7.39,341.754245,0.341754245,78,7.8,0.043814647,36,11
4783,F,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,TODD,1959,0,8.93,5.05,7.43,335.066995,0.335066995,90,9,0.037229666,37,12
4947,M,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,ST. LOUIS,1958,0,8.88,5.17,7.24,332.385504,0.332385504,96,9.6,0.03462349,38,11
7617,F,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,CROW WING,1966,0,8.83,5.24,7.41,342.854772,0.342854772,83,8.3,0.041307804,32,10
7618,M,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,ST. LOUIS,1966,0,9.08,5.13,7.53,350.750412,0.350750412,88,8.8,0.039858001,35,10
8102,M,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,HENNEPIN,1967,1,9,5.08,7.33,335.1276,0.3351276,85,8.5,0.039426776,36,10
11361,M,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,COOK,1972,0,8.56,5.44,7.23,336.675072,0.336675072,87,8.7,0.038698284,34,8
11620,F,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,HENNEPIN,1972,1,9.14,5.38,7.5,368.799,0.368799,80,8,0.046099875,32,9
11621,F,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,HOUSTON,1972,0,9.07,5.55,7.5,377.53875,0.37753875,75,7.5,0.0503385,35,9.5
12834,F,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,RAMSEY,1972,1,9.4,5.36,7.15,360.2456,0.3602456,86,8.6,0.041889023,34,10
12836,F,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,RAMSEY,1972,1,9.05,4.92,7.21,321.03246,0.32103246,95,9.5,0.033792891,36,10
12839,M,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,RAMSEY,1972,1,8.85,5.24,7.57,351.05118,0.35105118,77,7.7,0.045591062,35,9
13374,M,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,RAMSEY,1950,1,9.57,5.31,7.7,391.28859,0.39128859,98,9.8,0.039927407,37,12
16695,F,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,ST. LOUIS,1987,0,8.98,5.29,7.58,360.081836,0.360081836,91,9.1,0.039569433,38,10
18321,M,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,CLEARWATER,1999,0,8.71,5.15,7.37,330.592405,0.330592405,87,8.7,0.037999127,44,11
18326,F,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,CLEARWATER,1999,0,8.74,5.22,7.35,335.32758,0.33532758,92,9.2,0.03644865,36,11
18546,F,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,RAMSEY,2000,1,8.5,5.22,7.22,320.3514,0.3203514,80,8,0.040043925,31,9
19027,M,VESPERTILIONIDAE,MYOTIS LUCIFUGUS,HENNEPIN,2004,1,8.9,5.59,7.45,370.64495,0.37064495,70,7,0.052949279,20,9
161,M,MURIDAE,PEROMYSCUS LEUCOPUS,SHERBURNE,1916,0,13.25,8.04,11.51,1226.1603,1.2261603,156,15.6,0.078600019,69,20
536,M,MURIDAE,PEROMYSCUS LEUCOPUS,SHERBURNE,1920,0,15.2,7.77,11.6,1370.0064,1.3700064,140,14,0.0978576,58,19.5
539,M,MURIDAE,PEROMYSCUS LEUCOPUS,SHERBURNE,1928,0,13.4,7.76,12.23,1271.72432,1.27172432,149,14.9,0.085350626,61,20
544,F,MURIDAE,PEROMYSCUS LEUCOPUS,SHERBURNE,1920,0,14.48,8.27,11.39,1363.947944,1.363947944,165,16.5,0.082663512,76,19
724,M,MURIDAE,PEROMYSCUS LEUCOPUS,WINONA,1914,0,15.5,7.67,12.16,1445.6416,1.4456416,176,17.6,0.082138727,74,22
725,F,MURIDAE,PEROMYSCUS LEUCOPUS,WINONA,1914,0,15.76,7.73,12.23,1489.917304,1.489917304,155,15.5,0.096123697,63,20
1301,M,MURIDAE,PEROMYSCUS LEUCOPUS,GOODHUE,1938,0,15.63,8.66,11.68,1580.955744,1.580955744,178.51,17.851,0.088563988,74.66,18.6
1314,UNKNOWN,MURIDAE,PEROMYSCUS LEUCOPUS,GOODHUE,1938,0,15.05,7.71,11.89,1379.662095,1.379662095,170,17,0.081156594,80,20
1784,F,MURIDAE,PEROMYSCUS LEUCOPUS,HENNEPIN,1938,1,15.7,8.31,12.08,1576.04136,1.57604136,162,16.2,0.097286504,70,20
2298,M,MURIDAE,PEROMYSCUS LEUCOPUS,WINONA,1947,0,15.99,7.82,11.28,1410.471504,1.410471504,152,15.2,0.092794178,64,21
2612,F,MURIDAE,PEROMYSCUS LEUCOPUS,ANOKA,1948,1,15.86,8.22,11.78,1535.749176,1.535749176,179,17.9,0.085796043,76,21
2633,M,MURIDAE,PEROMYSCUS LEUCOPUS,HENNEPIN,1948,1,16.06,8.29,12.11,1612.293914,1.612293914,163,16.3,0.098913737,69,19
3207,M,MURIDAE,PEROMYSCUS LEUCOPUS,MORRISON,1951,0,16.09,8.32,12.01,1607.764288,1.607764288,166,16.6,0.09685327,75,21
3236,F,MURIDAE,PEROMYSCUS LEUCOPUS,POLK,1946,0,15.58,7.96,11.43,1417.512024,1.417512024,172,17.2,0.08241349,76,21
3333,M,MURIDAE,PEROMYSCUS LEUCOPUS,HENNEPIN,1951,1,15.97,8.7,12.47,1732.56933,1.73256933,153,15.3,0.113239825,68,22
3403,F,MURIDAE,PEROMYSCUS LEUCOPUS,ISANTI,1953,0,14.98,7.9,11.54,1365.66668,1.36566668,140,14,0.09754762,70,16
4195,M,MURIDAE,PEROMYSCUS LEUCOPUS,HENNEPIN,1931,1,15.6,8.15,11.72,1490.0808,1.4900808,160,16,0.09313005,76,19
4434,F,MURIDAE,PEROMYSCUS LEUCOPUS,ANOKA,1932,1,15.96,8.04,11.88,1524.422592,1.524422592,164,16.4,0.092952597,66,19
4718,F,MURIDAE,PEROMYSCUS LEUCOPUS,TODD,1958,0,13.57,8.03,12.13,1321.770923,1.321770923,186,18.6,0.071062953,85,21
5079,F,MURIDAE,PEROMYSCUS LEUCOPUS,RAMSEY,1958,1,15.19,7.98,12.1,1466.71602,1.46671602,170,17,0.086277413,70,19
5919,M,MURIDAE,PEROMYSCUS LEUCOPUS,HENNEPIN,1960,1,15.19,7.97,11.4,1380.13302,1.38013302,160,16,0.086258314,70,21
9142,M,MURIDAE,PEROMYSCUS LEUCOPUS,CASS,1966,0,15.95,7.88,11.82,1485.60852,1.48560852,175,17.5,0.084891915,82,21
9214,M,MURIDAE,PEROMYSCUS LEUCOPUS,RAMSEY,1966,1,15.73,7.97,11.91,1493.134071,1.493134071,162,16.2,0.09216877,74,19
9216,F,MURIDAE,PEROMYSCUS LEUCOPUS,RAMSEY,1966,1,15.83,7.83,12.16,1507.218624,1.507218624,149,14.9,0.101155612,62,20
9366,F,MURIDAE,PEROMYSCUS LEUCOPUS,CASS,1967,0,15.77,8.3,11.9,1557.6029,1.5576029,175,17.5,0.08900588,81,21
9631,M,MURIDAE,PEROMYSCUS LEUCOPUS,RAMSEY,1968,1,15.15,7.71,11.88,1387.66122,1.38766122,167,16.7,0.083093486,78,19
9634,F,MURIDAE,PEROMYSCUS LEUCOPUS,RAMSEY,1968,1,14.91,7.95,11.52,1365.51744,1.36551744,152,15.2,0.089836674,66,18
11671,F,MURIDAE,PEROMYSCUS LEUCOPUS,HOUSTON,1972,0,16.24,8.11,11.65,1534.37956,1.53437956,171,17.1,0.089729799,74,21
12360,F,MURIDAE,PEROMYSCUS LEUCOPUS,RAMSEY,1973,1,16,8.35,12.09,1615.224,1.615224,169,16.9,0.095575385,79,21
13212,M,MURIDAE,PEROMYSCUS LEUCOPUS,RENVILLE,1974,0,15.12,7.81,11.79,1392.248088,1.392248088,158,15.8,0.088116968,72,20
14434,M,MURIDAE,PEROMYSCUS LEUCOPUS,ANOKA,1979,1,14.89,8.39,12.15,1517.864265,1.517864265,174,17.4,0.087233578,74,16
14436,F,MURIDAE,PEROMYSCUS LEUCOPUS,ANOKA,1979,1,14.58,7.99,12.12,1411.909704,1.411909704,185,18.5,0.076319443,83,18
14439,F,MURIDAE,PEROMYSCUS LEUCOPUS,BELTRAMI,1979,0,13.82,7.63,11.91,1255.869006,1.255869006,173,17.3,0.072593584,76,12
14602,F,MURIDAE,PEROMYSCUS LEUCOPUS,PIPESTONE,1982,0,15.22,7.69,11.36,1329.594848,1.329594848,155,15.5,0.085780313,63,21
14714,M,MURIDAE,PEROMYSCUS LEUCOPUS,NOBLES,1983,0,15.66,7.96,11.89,1482.131304,1.482131304,178,17.8,0.083265804,77,22
15006,M,MURIDAE,PEROMYSCUS LEUCOPUS,ANOKA,1986,1,15.98,7.93,11.93,1511.786302,1.511786302,167,16.7,0.090526126,79,22
15007,F,MURIDAE,PEROMYSCUS LEUCOPUS,ANOKA,1986,1,15.33,7.47,11.85,1357.003935,1.357003935,150,15,0.090466929,65,20
15227,M,MURIDAE,PEROMYSCUS LEUCOPUS,LAC QUI PARLE,1988,0,14.16,8.64,12.36,1512.152064,1.512152064,194,19.4,0.077945983,91,22
15533,M,MURIDAE,PEROMYSCUS LEUCOPUS,WASHINGTON,1988,1,15.03,8.61,12.29,1590.428007,1.590428007,160,16,0.09940175,75,22
16300,M,MURIDAE,PEROMYSCUS LEUCOPUS,ANOKA,1982,1,15.79,7.94,12.04,1509.486104,1.509486104,163,16.3,0.092606509,67,21
18299,F,MURIDAE,PEROMYSCUS LEUCOPUS,HENNEPIN,1997,1,15.62,7.89,11.34,1397.562012,1.397562012,172,17.2,0.081253605,72,20
18349,M,MURIDAE,PEROMYSCUS LEUCOPUS,CLEARWATER,1999,0,15.71,8.01,11.27,1418.184117,1.418184117,149,14.9,0.095180142,69,20
18352,F,MURIDAE,PEROMYSCUS LEUCOPUS,CLEARWATER,1999,0,16.12,8.02,12.04,1556.560096,1.556560096,155,15.5,0.100423232,75,22
18554,F,MURIDAE,PEROMYSCUS LEUCOPUS,ANOKA,1999,1,15.12,8.07,11.76,1434.936384,1.434936384,167,16.7,0.085924334,78,20
18984,F,MURIDAE,PEROMYSCUS LEUCOPUS,DAKOTA,2004,1,13.85,7.87,12.06,1314.53397,1.31453397,135,13.5,0.097372887,62,19
18986,F,MURIDAE,PEROMYSCUS LEUCOPUS,RAMSEY,2004,1,15.8,8.05,11.89,1512.2891,1.5122891,158,15.8,0.0957145,75,21
19069,M,MURIDAE,PEROMYSCUS LEUCOPUS,CLEARWATER,2005,0,14.92,7.54,11.56,1300.463008,1.300463008,154,15.4,0.08444565,74,19
19071,F,MURIDAE,PEROMYSCUS LEUCOPUS,RAMSEY,2004,1,15.31,7.77,11.95,1421.556465,1.421556465,161,16.1,0.088295433,77,20
19072,M,MURIDAE,PEROMYSCUS LEUCOPUS,RAMSEY,2004,1,15.39,8.38,11.94,1539.880308,1.539880308,140,14,0.109991451,69,19
1035,F,VESPERTILIONIDAE,PIPISTRELLUS SUBFLAVUS,NICOLLET,1934,0,6.94,4.86,6.63,223.619292,0.223619292,78.7,7.87,0.028414141,38.1,9.1
1036,M,VESPERTILIONIDAE,PIPISTRELLUS SUBFLAVUS,NICOLLET,1934,0,7.5,4.73,6.85,243.00375,0.24300375,76.2,7.62,0.031890256,38.1,9.7
1418,M,VESPERTILIONIDAE,PIPISTRELLUS SUBFLAVUS,GOODHUE,1941,0,7.29,4.92,6.94,248.915592,0.248915592,81,8.1,0.03073032,33.7,9.3
2862,M,VESPERTILIONIDAE,PIPISTRELLUS SUBFLAVUS,WABASHA,1940,0,7.52,4.82,6.86,248.650304,0.248650304,81,8.1,0.030697568,34,8
4335,F,VESPERTILIONIDAE,PIPISTRELLUS SUBFLAVUS,FILLMORE,1958,0,7.55,4.95,6.9,257.87025,0.25787025,84,8.4,0.030698839,39,8
4336,F,VESPERTILIONIDAE,PIPISTRELLUS SUBFLAVUS,FILLMORE,1958,0,8.04,5.19,6.95,290.00682,0.29000682,83,8.3,0.034940581,41,8
4337,M,VESPERTILIONIDAE,PIPISTRELLUS SUBFLAVUS,FILLMORE,1958,0,7.83,5.08,6.72,267.297408,0.267297408,86,8.6,0.031081094,42,9
4339,M,VESPERTILIONIDAE,PIPISTRELLUS SUBFLAVUS,FILLMORE,1958,0,7.55,4.74,6.83,244.42521,0.24442521,81,8.1,0.030175952,39,8
11629,M,VESPERTILIONIDAE,PIPISTRELLUS SUBFLAVUS,HOUSTON,1972,0,8.17,4.76,6.84,266.002128,0.266002128,80,8,0.033250266,40,10
3674,F,PROCYONIDAE,PROCYON LOTOR,CARVER,1954,0,62.63,33.73,47.99,101379.3501,101.3793501,787.4,78.74,1.287520321,254,95.3
4498,M,PROCYONIDAE,PROCYON LOTOR,FILLMORE,1958,0,61.73,35.21,50.51,109784.1568,109.7841568,818.9,81.89,1.340629586,304.8,120.6
5621,M,PROCYONIDAE,PROCYON LOTOR,JACKSON,1962,0,62.57,34.99,51.18,112049.6177,112.0496177,820,82,1.366458752,248,117
5622,M,PROCYONIDAE,PROCYON LOTOR,NICOLLET,1962,0,61.46,35.16,49.43,106814.9478,106.8149478,753,75.3,1.418525203,235,121
5694,M,PROCYONIDAE,PROCYON LOTOR,WABASHA,1963,0,68.45,34.79,54.8,130499.3774,130.4993774,785,78.5,1.662412451,210,115
8077,M,PROCYONIDAE,PROCYON LOTOR,ROCK,1966,0,72.29,36.53,53.04,140065.5762,140.0655762,890,89,1.573770519,279,132
11695,F,PROCYONIDAE,PROCYON LOTOR,DAKOTA,1972,1,63.53,35.14,49,109389.7658,109.3897658,910,91,1.202085338,260,109
13042,M,PROCYONIDAE,PROCYON LOTOR,PINE,1975,0,58.07,34.54,47.79,95854.20946,95.85420946,610,61,1.571380483,140,76
18566,M,PROCYONIDAE,PROCYON LOTOR,CLEARWATER,1999,0,69.19,36.94,49.61,126797.1373,126.7971373,860,86,1.474385317,215,113
18567,M,PROCYONIDAE,PROCYON LOTOR,STEARNS,1999,0,72.65,36.71,53.24,141990.0951,141.9900951,830,83,1.710724037,280,120
178,M,TALPIDAE,SCALOPUS AQUATICUS,SHERBURNE,1917,0,19.15,8.97,18.72,3215.63736,3.21563736,163,16.3,0.197278366,30,19
3165,M,TALPIDAE,SCALOPUS AQUATICUS,GOODHUE,1951,0,19.22,10.26,18.91,3728.999052,3.728999052,174,17.4,0.21431029,24,32
7930,F,TALPIDAE,SCALOPUS AQUATICUS,NOBLES,1966,0,18.89,9.26,18.38,3215.055332,3.215055332,169,16.9,0.19023996,21,22
12327,F,TALPIDAE,SCALOPUS AQUATICUS,OLMSTED,1973,0,19.2,9.53,18.62,3407.01312,3.40701312,180,18,0.189278507,28,24
13019,M,TALPIDAE,SCALOPUS AQUATICUS,SHERBURNE,1975,0,18.06,9.71,18.11,3175.816686,3.175816686,175,17.5,0.181475239,26,24
13086,F,TALPIDAE,SCALOPUS AQUATICUS,ISANTI,1972,0,18.06,9.53,18.33,3154.809294,3.154809294,167,16.7,0.188910736,28,22
15054,M,TALPIDAE,SCALOPUS AQUATICUS,LAC QUI PARLE,1988,0,19.97,10.15,19.58,3968.77789,3.96877789,178,17.8,0.22296505,23,23
603,UNKNOWN,SCIURIDAE,SCIURUS CAROLINENSIS,HENNEPIN,1911,1,35.27,20.08,27.19,19256.5453,19.2565453,550,55,0.350119005,275,69.9
1166,UNKNOWN,SCIURIDAE,SCIURUS CAROLINENSIS,FILLMORE,1935,0,33.58,19.94,27.1,18145.75892,18.14575892,495.3009906,49.53009906,0.36635822,222.2504445,68.58013716
